"fec_id","name","candidate_fec_id","candidate_name","affiliation","office","state","district","incumbent_challenger","is_authorized_committee","is_principal_committee"
"C00688382","TENACIOUSLY MOVING AMERICA FOR CHANGE IN 2020 (TMAC 2020 PAC)",,,,,,,,FALSE,FALSE
"C00706861","MARK KELLY VICTORY FUND",,,,,,,,FALSE,FALSE
"C00655985","TUSTIN DEMOCRATIC PARTY",,,"DEM",,,,,FALSE,FALSE
"C00704544","ELAINE AMANKWAH NIETMANN FOR CONGRESS","H0GA04114","NIETMANN, ELAINE","DEM","H","GA","4 ","C",FALSE,TRUE
"C00541052","RAISING OUR SISTERS' ASSETS PAC",,,,,,,,FALSE,FALSE
"C00710533","DEPASQUALE FOR PA 10","H0PA10110","DEPASQUALE, EUGENE","DEM","H","PA","10","C",FALSE,TRUE
"C00581181","NEXTERS POLITICAL ACTION COMMITTEE",,,,,,,,FALSE,FALSE
"C00422428","DEMOCRATS OF THE DESERT",,,"DEM",,,,,FALSE,FALSE
"C00019380","KANSAS DEMOCRATIC PARTY",,,"DEM",,,,,FALSE,FALSE
"C00694018","GILLIBRAND 2020","P00009290","GILLIBRAND, KIRSTEN","DEM","P","US","0 ","C",FALSE,TRUE
"C00721282","THE COMMITTEE TO ELECT JESSE MERMELL","H0MA04184","MERMELL, JESSE","DEM","H","MA","4 ","C",FALSE,TRUE
"C00706549","JACKIE GORDON FOR CONGRESS","H0NY02192","GORDON, JACQUELINE","DEM","H","NY","2 ","O",FALSE,TRUE
"C00705277","ALICE B. TOKLAS LESBIAN & GAY DEMOCRATIC CLUB FEDERAL PAC",,,,,,,,FALSE,FALSE
"C00617381","THE COLLECTIVE PAC",,,,,,,,FALSE,FALSE
"C00698779","ANN ASHFORD FOR CONGRESS","H0NE02169","ASHFORD, ANN","DEM","H","NE","2 ","C",FALSE,TRUE
"C00323352","COMMITTEE FOR A LIVABLE FUTURE",,,,,,,,FALSE,FALSE
"C00709196","BOWMAN FOR CONGRESS","H0NY16143","BOWMAN, JAMAAL","DEM","H","NY","16","C",FALSE,TRUE
"C00508416","FRIENDS OF JOHN DELANEY","P00006213","DELANEY, JOHN K.","DEM","P","US","0 ","C",FALSE,TRUE
"C00707687","LOYAL OPPOSITION",,,,,,,,FALSE,FALSE
"C00713115","DAVID KIM FOR CONGRESS, FINANCIAL FREEDOM, LOVE & JUSTICE FOR ALL","H0CA34131","KIM, DAVID","DEM","H","CA","34","C",FALSE,TRUE
"C00707505","CANNING FOR CONGRESS","H0OR04099","CANNING, DOYLE","DEM","H","OR","4 ","C",FALSE,TRUE
"C00429233","SUN CITY DEMOCRATS CLUB INFORMED MEMBER PAC OF TEXAS (IMPACT)",,,,,,,,FALSE,FALSE
"C00266940","SANFORD BISHOP FOR CONGRESS","H2GA02031","BISHOP, SANFORD","DEM","H","GA","2 ","I",FALSE,TRUE
"C00709642","RUDY ATENCIO AND THE PEACE CAMPAIGN","H0WA03245","ATENCIO, RUDY","DEM","H","WA","3 ","C",FALSE,TRUE
"C00670265","7GEN LEADERS",,,,,,,,FALSE,FALSE
"C00445452","CONNOLLY FOR CONGRESS","H8VA11062","CONNOLLY, GERALD EDWARD","DEM","H","VA","11","I",FALSE,TRUE
"C00513176","CONGRESSIONAL PROGRESSIVE CAUCUS PAC",,,,,,,,FALSE,FALSE
"C00724237","SHARICE DAVIDS VICTORY FUND 2020",,,,,,,,FALSE,FALSE
"C00711911","ESMERALDA SORIA FOR CONGRESS","H0CA16138","SORIA, ESMERALDA","DEM","H","CA","16","C",FALSE,TRUE
"C00726604","BENJAMIN WEISLOGEL FOR CONGRESS","H0OH12187","WEISLOGEL, BENJAMIN CHARLES","DEM","H","OH","12","C",FALSE,TRUE
"C00677823","PEOPLE FOR A PROGRESSIVE ECONOMY",,,,,,,,FALSE,FALSE
"C00547356","INLAND EMPIRE STRIKES PAC; THE",,,,,,,,FALSE,FALSE
"C00658526","NEED TO IMPEACH",,,,,,,,FALSE,FALSE
"C00710459","NIKKI FOSTER FOR OHIO","H0OH01081","FOSTER, NIKKI","DEM","H","OH","1 ","C",FALSE,TRUE
"C00632398","LET AMERICA VOTE PAC",,,,,,,,FALSE,FALSE
"C00614784","GARY WEGMAN FOR CONGRESS","H6PA16338","WEGMAN, GARY","DEM","H","PA","9 ","O",FALSE,TRUE
"C00649772","REVIVING AMERICAN JOBS AGAIN PAC",,,,,,,,FALSE,FALSE
"C00717256","LOPEZ FOR THE PEOPLE","H0NY15277","LOPEZ, SAMELYS","DEM","H","NY","15","O",FALSE,TRUE
"C00662106","STEVEN COX FOR SENATE","S0KY00271","COX, STEVEN JEWELL ISOM","DEM","S","KY","0 ","C",FALSE,TRUE
"C00654681","DEMOCRATIC CLUB OF SEAL BEACH",,,,,,,,FALSE,FALSE
"C00327023","SCHAKOWSKY FOR CONGRESS","H8IL09067","SCHAKOWSKY, JANICE D","DEM","H","IL","9 ","I",FALSE,TRUE
"C00665216","KATY GEPPERT FOR CONGRESS","H8MO03198","GEPPERT, KATY","DEM","H","MO","3 ","C",FALSE,TRUE
"C00696104","ERICA FOR US","S0NC00343","SMITH, ERICA DANETTE","DEM","S","NC","0 ","C",FALSE,TRUE
"C00727800","MOE DAVIS FOR CONGRESS","H0NC11175","DAVIS, MORRIS D. COL.","DEM","H","NC","11","O",FALSE,TRUE
"C00606962","WORKING FAMILIES PARTY NATIONAL POLITICAL ACTION COMMITTEE",,,,,,,,FALSE,FALSE
"C00701334","PERRY GERSHON FOR CONGRESS","H8NY01155","GERSHON, PERRY","DEM","H","NY","1 ","C",FALSE,TRUE
"C00652628","DR KIM SCHRIER FOR CONGRESS","H8WA08189","SCHRIER, KIM DR.","DEM","H","WA","8 ","I",FALSE,TRUE
"C00708891","PAULA JEAN FOR WEST VIRGINIA","S0WV00215","SWEARENGIN, PAULA JEAN","DEM","S","WV","0 ","C",FALSE,TRUE
"C00720417","YDANIS FOR CONGRESS","H0NY15269","RODRIGUEZ, YDANIS","DEM","H","NY","15","O",FALSE,TRUE
"C00716688","GIDEON HEGAR 2020 VICTORY",,,,,,,,FALSE,FALSE
"C00730671","DORRIS FOR INDIANA","H0IN09161","DORRIS, DALE WILLIAM MR. II","DEM","H","IN","9 ","C",FALSE,TRUE
"C00721480","MATT LIEBERMAN FOR SENATE","S0GA00468","LIEBERMAN, MATTHEW","DEM","S","GA","0 ","C",FALSE,TRUE
"C00454694","MARCIA FUDGE FOR CONGRESS","H8OH11141","FUDGE, MARCIA L.","DEM","H","OH","11","I",FALSE,TRUE
"C00567693","HAWAII PAC",,,,,,,,FALSE,FALSE
"C00649483","BETSY DIRKSEN LONDRIGAN FOR CONGRESS","H8IL13150","LONDRIGAN, BETSY DIRKSEN","DEM","H","IL","13","C",FALSE,TRUE
"C00638957","WE REPRESENT",,,,,,,,FALSE,FALSE
"C00661777","CHUY GARCIA FOR CONGRESS","H8IL04134","GARCIA, JESUS","DEM","H","IL","4 ","I",FALSE,TRUE
"C00724666","CHIP COLDIRON FOR CONGRESS","H0IN03230","COLDIRON, CHIP WINTER MR.","DEM","H","IN","3 ","C",FALSE,TRUE
"C00667741","THE COMMITTEE TO ELECT AYANNA PRESSLEY","H8MA07032","PRESSLEY, AYANNA","DEM","H","MA","7 ","I",FALSE,TRUE
"C00641183","FIGHT BACK CALIFORNIA",,,,,,,,FALSE,FALSE
"C00691832","CHRISTINE FOR CONGRESS","H0FL23041","OLIVO, CHRISTINE ALEXANDRIA","DEM","H","FL","24","C",FALSE,TRUE
"C00652719","LAUREN UNDERWOOD FOR CONGRESS","H8IL14174","UNDERWOOD, LAUREN","DEM","H","IL","14","I",FALSE,TRUE
"C00727362","THE JON IRELAND CAMPAIGN","H0AZ05169","IRELAND, JONATHAN","DEM","H","AZ","5 ","C",FALSE,TRUE
"C00703231","LINDSEY BOYLAN FOR CONGRESS","H0NY10070","BOYLAN, LINDSEY","DEM","H","NY","10","C",FALSE,TRUE
"C00701045","MAINTAINING A MAJORITY",,,,,,,,FALSE,FALSE
"C00300731","LOS ANGELES COUNTY DEMOCRATIC CENTRAL COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00654053","FUTURE NOW FUND",,,,,,,,FALSE,FALSE
"C00729277","DEBORAH ROSS FOR CONGRESS","H0NC02125","ROSS, DEBORAH","DEM","H","NC","2 ","C",FALSE,TRUE
"C00541391","BATTLEGROUND TEXAS",,,,,,,,FALSE,FALSE
"C00681593","PORTER VICTORY FUND",,,,,,,,FALSE,FALSE
"C00620930","LATPAC",,,,,,,,FALSE,FALSE
"C00405431","DAN LIPINSKI FOR CONGRESS","H4IL03077","LIPINSKI, DANIEL WILLIAM WILLIAM","DEM","H","IL","3 ","I",FALSE,TRUE
"C00494112","JOBS AND INNOVATION MATTER PAC (JIM PAC)",,,,,,,,FALSE,FALSE
"C00686915","ALYSE GALVIN VICTORY FUND 2018",,,,,,,,FALSE,FALSE
"C00717280","REDDI FOR SENATE","S0KS00307","REDDI, USHA","DEM","S","KS","0 ","O",FALSE,TRUE
"C00686337","CALIFORNIA MODERATE VOICES",,,,,,,,FALSE,FALSE
"C00693366","JAMES TAYLOR EXPLORATORY CAMPAIGN COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00640623","DOUG JONES FOR SENATE COMMITTEE","S0AL00156","JONES, DOUG","DEM","S","AL","0 ","I",FALSE,TRUE
"C00685859","IXNAY PAC",,,,,,,,FALSE,FALSE
"C00264564","MENENDEZ FOR SENATE","S6NJ00289","MENENDEZ, ROBERT","DEM","S","NJ","0 ",,FALSE,TRUE
"C00649897","HIRAL FOR CONGRESS","H8AZ08083","TIPIRNENI, HIRAL VYAS","DEM","H","AZ","6 ","C",FALSE,TRUE
"C00728246","COMMITTEE TO ELECT JOHANNA ELLERUP FOR CONGRESS 2020","H0NY02218","ELLERUP, JOHANNA KRISTIN MS .","DEM","H","NY","2 ","O",FALSE,TRUE
"C00693457","STAVA-MURRAY FOR SENATE","S0IL00493","STAVA-MURRAY, ANNE MICHELE MOST RECEN","DEM","S","IL","0 ","C",FALSE,TRUE
"C00678953","RISE UP WITH ROBBY",,,"DEM",,,,,FALSE,FALSE
"C00725200","HORSFORD VICTORY FUND 2020",,,,,,,,FALSE,FALSE
"C00671040","RURAL PROGRESS",,,,,,,,FALSE,FALSE
"C00703850","BOLD DEMOCRATIC 2020",,,,,,,,FALSE,FALSE
"C00713727","STEVENS BRINDISI FUND",,,,,,,,FALSE,FALSE
"C00685297","ELECT DEMOCRATIC WOMEN",,,,,,,,FALSE,FALSE
"C00681999","GOJ VICTORY FUND",,,,,,,,FALSE,FALSE
"C00585455","TURN VIRGINIA BLUE",,,,,,,,FALSE,FALSE
"C00472159","DENNY HECK FOR CONGRESS","H0WA03161","HECK, DENNIS","DEM","H","WA","10","I",FALSE,TRUE
"C00698621","SEDORIS4NE2ND",,,"DEM",,,,,FALSE,FALSE
"C00320432","IRISH AMERICAN DEMOCRATS",,,,,,,,FALSE,FALSE
"C00711630","KATE FOR CONGRESS","H0OH01099","SCHRODER, KATE","DEM","H","OH","1 ","C",FALSE,TRUE
"C00694299","NEAL VICTORY FUND",,,,,,,,FALSE,FALSE
"C00721753","CABRERA FOR CONGRESS","H0NY14338","CABRERA, FERNANDO","DEM","H","NY","14","C",FALSE,TRUE
"C00071365","DEMOCRATIC STATE CENTRAL COMMITTEE OF LA",,,"DEM",,,,,FALSE,FALSE
"C00256925","SCOTT FOR CONGRESS","H6VA01117","SCOTT, ROBERT C","DEM","H","VA","3 ","I",FALSE,TRUE
"C00402842","GRAND TRAVERSE COUNTY DEMOCRATIC COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00709832","JOHN HSU FOR CONGRESS","H0NJ06214","HSU, JOHN","DEM","H","NJ","6 ","C",FALSE,TRUE
"C00544254","PERIMETER PAC",,,,,,,,FALSE,FALSE
"C00710996","WIN THE HEARTLAND",,,,,,,,FALSE,FALSE
"C00581074","DARREN SOTO FOR CONGRESS","H6FL09179","SOTO, DARREN","DEM","H","FL","9 ","I",FALSE,TRUE
"C00706119","KURT FOR AMERICA'S VOICE","P00011783","SACKERMAN, KURT","DEM","P","US","0 ","C",FALSE,TRUE
"C00672154","DELINA DISANTO FOR CONGRESS","H8AZ04165","DISANTO, DELINA","DEM","H","AZ","4 ","C",FALSE,TRUE
"C00692830","THE COMMITTEE TO ELECT EMILY RAFI","H0MI03233","RAFI, EMILY","REP","H","MI","3 ","C",FALSE,TRUE
"C00655134","ANITA FOR ARIZONA","H8AZ06103","MALIK, ANITA","DEM","H","AZ","6 ","C",FALSE,TRUE
"C00726240","O'HALLERAN VICTORY FUND 2020",,,,,,,,FALSE,FALSE
"C00345546","CITIZENS TO ELECT RICK LARSEN","H0WA02080","LARSEN, RICK","DEM","H","WA","2 ","I",FALSE,TRUE
"C00659367","HENRY MARTIN FOR CONGRESS","H8MO06092","MARTIN, HENRY ROBERT","DEM","H","MO","6 ","C",FALSE,TRUE
"C00590067","CHARLIE CRIST FOR CONGRESS","H6FL13205","CRIST, CHARLIE JOSEPH","DEM","H","FL","13","I",FALSE,TRUE
"C00695577","NADIA BAHIA SMALLEY FOR PRESIDENT 2020","P00008797","SMALLEY, NADIA BAHIA","DEM","P","US","0 ","C",FALSE,TRUE
"C00575092","FRIENDS OF RAJA FOR CONGRESS","H6IL08147","KRISHNAMOORTHI, S. RAJA","DEM","H","IL","8 ","I",FALSE,TRUE
"C00640573","RAISING OUR FUTURE",,,,,,,,FALSE,FALSE
"C00724336","FRIENDS OF KOJO ASAMOA-CAESAR","H0OK01147","ASAMOA-CAESAR, KOJO","DEM","H","OK","1 ","C",FALSE,TRUE
"C00013748","NORTH DAKOTA DEMOCRATIC-NONPARTISAN LEAGUE PARTY",,,"DEM",,,,,FALSE,FALSE
"C00719062","THE EMPOWERMENT FUND",,,,,,,,FALSE,FALSE
"C00707034","FRESHMAN FRONTLINE VICTORY FUND",,,,,,,,FALSE,FALSE
"C00667360","TOGETHER WE RISE",,,,,,,,FALSE,FALSE
"C00686493","FIERCE PAC",,,,,,,,FALSE,FALSE
"C00717744","SIEBE 2020 FOR ORD1","H0OR01160","SIEBE, AMANDA NICOLE MS","DEM","H","OR","1 ","C",FALSE,TRUE
"C00669960","WHEN DEMOCRATS TURN OUT PAC",,,,,,,,FALSE,FALSE
"C00718213","ELECT MORE WOMEN 2020",,,,,,,,FALSE,FALSE
"C00406256","DEMOCRATIC CENTRAL COMMITTEE OF MARIN",,,"DEM",,,,,FALSE,FALSE
"C00727156","DEVAL FOR ALL","P00014407","PATRICK, DEVAL","DEM","P","US","0 ","C",FALSE,TRUE
"C00635888","AMMAR CAMPA-NAJJAR FOR CONGRESS","H8CA50098","CAMPA-NAJJAR, AMMAR","DEM","H","CA","50","C",FALSE,TRUE
"C00655613","SUSIE LEE FOR CONGRESS","H6NV04020","LEE, SUSIE","DEM","H","NV","3 ","I",FALSE,TRUE
"C00731844","SUZETTE SANTORI FOR CONGRESS","H0CA53248","SANTORI, SUZETTE","DEM","H","CA","53","O",FALSE,TRUE
"C00703314","COMMITTEE TO ELECT SHANNON LISS-RIORDAN","S0MA00166","LISS-RIORDAN, SHANNON MS.","DEM","S","MA","0 ","C",FALSE,TRUE
"C00716811","DEFENDING THE NEW DEMOCRAT MAJORITY FUND",,,,,,,,FALSE,FALSE
"C00690974","DEJESUS FOR US SENATE 2020","S0GA00377","DEJESUS, MARCKEITH","DEM","S","GA","0 ","C",FALSE,TRUE
"C00706630","POWER OF US PAC",,,,,,,,FALSE,FALSE
"C00472894","ELECTING WOMEN POLITICAL ACTION COMMITTEE",,,,,,,,FALSE,FALSE
"C00682039","AMERICAN HEALTHCARE COALITION",,,,,,,,FALSE,FALSE
"C00730952","FOXX FOR NORTH CAROLINA","H0NC06225","FOXX, RHONDA","DEM","H","NC","6 ","C",FALSE,TRUE
"C00571943","FOSTERING PROGRESS PAC",,,,,,,,FALSE,FALSE
"C00544833","ELEVENTH CONGRESSIONAL DISTRICT OF MICHIGAN DEMOCRATIC PARTY",,,"DEM",,,,,FALSE,FALSE
"C00428516","SAN DIEGO DEMOCRATIC CLUB-FEDERAL",,,"DEM",,,,,FALSE,FALSE
"C00692137","VOTE MAMA",,,,,,,,FALSE,FALSE
"C00674697","SUNRISE PAC",,,,,,,,FALSE,FALSE
"C00724351","KIM SCHRIER VICTORY 2020",,,,,,,,FALSE,FALSE
"C00693903","NATHANIEL 2020","H0SC02079","NATHANIEL, LAWRENCE D","DEM","H","SC","2 ","C",FALSE,TRUE
"C00656850","INVEST TO ELECT NEW MEXICO",,,,,,,,FALSE,FALSE
"C00680934","ILHAN FOR CONGRESS","H8MN05239","OMAR, ILHAN","DFL","H","MN","5 ","I",FALSE,TRUE
"C00341396","MOVEON.ORG POLITICAL ACTION",,,,,,,,FALSE,FALSE
"C00660464","CHRIS PAPPAS FOR CONGRESS","H8NH01210","PAPPAS, CHRIS","DEM","H","NH","1 ","I",FALSE,TRUE
"C00498931","COMMONWEALTH PAC",,,,,,,,FALSE,FALSE
"C00485102","WOLF PAC",,,,,,,,FALSE,FALSE
"C00713792","KUNKEL FOR CONGRESS","H0WV02179","KUNKEL, CATHERINE","DEM","H","WV","2 ","C",FALSE,TRUE
"C00566208","EVERY VOICE ACTION",,,,,,,,FALSE,FALSE
"C00399196","BUILDING RELATIONSHIPS IN DIVERSE GEOGRAPHIC ENVIRONMENTS PAC (BRIDGE PAC)",,,,,,,,FALSE,FALSE
"C00729947","GRETCHEN DRISKELL FOR CONGRESS","H0MI07150","DRISKELL, GRETCHEN","DEM","H","MI","7 ","C",FALSE,TRUE
"C00706705","NATALIE CLINE FOR CONGRESS","H0WV01114","CLINE, NATALIE MS.","DEM","H","WV","1 ","C",FALSE,TRUE
"C00603019","HEINRICH VICTORY FUND","S2NM00088","HEINRICH, MARTIN","DEM","S","NM","0 ","I",FALSE,FALSE
"C00577189","DUCKWORTH VICTORY FUND",,,,,,,,FALSE,FALSE
"C00365536","CHC BOLD PAC",,,,,,,,FALSE,FALSE
"C00552489","AT THE TABLE!",,,,,,,,FALSE,FALSE
"C00672576","BLACK ECONOMIC ALLIANCE PAC",,,,,,,,FALSE,FALSE
"C00481978","GUTS PAC A/K/A TRUE BLUE PAC A/K/A THE RESISTANCE PAC A/K/A THE RESISTANCE",,,,,,,,FALSE,FALSE
"C00685099","MUCARSEL-POWELL 2018 VICTORY FUND",,,,,,,,FALSE,FALSE
"C00698829","CHRIS EAGLE 4 CONGRESS","H0FL04132","EAGLE, CHRISTOPHER ALLAN","DEM","H","FL","4 ","C",FALSE,TRUE
"C00659599","PROGRESSIVE TAKEOVER",,,,,,,,FALSE,FALSE
"C00663393","WORKING HERO PAC",,,,,,,,FALSE,FALSE
"C00701508","JOSHUA COLLINS CAMPAIGN COMMITTEE","H0WA10018","COLLINS, JOSHUA","DEM","H","WA","10","C",FALSE,TRUE
"C00656132","SERVING OUR COUNTRY (SOC) PAC",,,,,,,,FALSE,FALSE
"C00696708","OROZCO2020 COMMITTEE FOR","H0TX18250","OROZCO, STEVENS","DEM","H","TX","18","C",FALSE,TRUE
"C00380675","INDIVIDUALS DEDICATED TO ETHICS AND SCIENCE PAC",,,,,,,,FALSE,FALSE
"C00675959","COMMITTEE TO ELECT FLYNN D. BROADY JR.","H8GA11062","BROADY, FLYNN D. JR.","DEM","H","GA","11","C",FALSE,TRUE
"C00135558","MISSOURI DEMOCRATIC STATE COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00486720","SEA CHANGE LEADERSHIP PAC",,,,,,,,FALSE,FALSE
"C00659771","LUCHADORA PAC",,,,,,,,FALSE,FALSE
"C00730747","COLORADO SENATE VICTORY 2020",,,,,,,,FALSE,FALSE
"C00698605","CITIZENS FOR MAT PRUNEDA","H0TX26139","PRUNEDA, MATEO (MAT)","DEM","H","TX","26","C",FALSE,TRUE
"C00666420","FRIENDS OF CLINT KOBLE","H8NV02095","KOBLE, CLINT MATTHEW MR.","DEM","H","NV","2 ","C",FALSE,TRUE
"C00696823","MOREL FOR CONGRESS","H4FL21054","MOREL, EMMANUEL G","DEM","H","FL","21","C",FALSE,TRUE
"C00722298","RYAN BLEVINS 2020","H0CA10289","BLEVINS, RYAN","DEM","H","CA","10","C",FALSE,TRUE
"C00704197","MG SALAZAR FOR CONGRESS","H0MO05182","SALAZAR, MAITE GABRIELLE","DEM","H","MO","5 ","C",FALSE,TRUE
"C00563254","DEMOCRATIC JEWISH OUTREACH PA",,,,,,,,FALSE,FALSE
"C00710780","GRISSOM FOR U.S. SENATE","S0KS00232","GRISSOM, BARRY","DEM","S","KS","0 ","O",FALSE,TRUE
"C00701680","HOPE PAC",,,,,,,,FALSE,FALSE
"C00700997","FREELAND FOR CONGRESS","H0CO05129","FREELAND, JILLIAN","DEM","H","CO","5 ","C",FALSE,TRUE
"C00713222","MARGARET GOOD FOR CONGRESS","H0FL16094","GOOD, MARGARET ELIZABETH ROWELL","DEM","H","FL","16","C",FALSE,TRUE
"C00196774","THE MARKEY COMMITTEE","S4MA00028","MARKEY, EDWARD J. SEN.","DEM","S","MA","0 ","I",FALSE,TRUE
"C00695072","WOOD COUNTY YOUNG DEMOCRATS",,,"DEM",,,,,FALSE,FALSE
"C00483412","EL DORADO COUNTY DEMOCRATIC CENTRAL COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00354688","MCCOLLUM FOR CONGRESS","H0MN04049","MCCOLLUM, BETTY","DFL","H","MN","4 ","I",FALSE,TRUE
"C00624049","LOFGREN VICTORY FUND",,,,,,,,FALSE,FALSE
"C00729145","COMMITTEE TO ELECT SABRINA HAAKE","H0IN01184","HAAKE, SABRINA","DEM","H","IN","1 ","C",FALSE,TRUE
"C00690073","AMERICA WORKS STATE & LOCAL PAC",,,,,,,,FALSE,FALSE
"C00709006","JESSICA CISNEROS FOR CONGRESS","H0TX28077","CISNEROS, JESSICA","DEM","H","TX","28","C",FALSE,TRUE
"C00635136","MONICA 4 FLORIDA","H0FL04124","DEPAUL, MONICA PAIGE","DEM","H","FL","4 ","C",FALSE,TRUE
"C00666453","NATE MCMURRAY FOR CONGRESS","H8NY27176","MCMURRAY, NATHAN","DEM","H","NY","27","C",FALSE,TRUE
"C00718858","HILARY TURNER FOR CONGRESS","H0WV03151","TURNER, HILARY","DEM","H","WV","3 ","C",FALSE,TRUE
"C00704304","CHERI BUSTOS HOUSE VICTORY FUND",,,,,,,,FALSE,FALSE
"C00703371","JUSTIN FOR JUSTICE",,,"DEM",,,,,FALSE,FALSE
"C00670463","SHAHID BUTTAR FOR CONGRESS COMMITTEE","H8CA12262","BUTTAR, SHAHID","DEM","H","CA","12","C",FALSE,TRUE
"C00673194","BOB MUSSELWHITE FOR CONGRESS","H8AZ08232","MUSSELWHITE, ROBERT RICHARD","DEM","H","AZ","8 ","C",FALSE,TRUE
"C00706226","IHSSANE FOR CONGRESS","H0MA04143","LECKEY, IHSSANE","DEM","H","MA","4 ","C",FALSE,TRUE
"C00660555","SYLVIA GARCIA FOR CONGRESS","H8TX29052","GARCIA, SYLVIA R","DEM","H","TX","29","I",FALSE,TRUE
"C00212787","DEMOCRATIC PARTY OF HAWAII",,,"DEM",,,,,FALSE,FALSE
"C00425520","IOWA THIRD CONGRESSIONAL DISTRICT DEMOCRATIC CENTRAL COMMITTEE",,,,,,,,FALSE,FALSE
"C00410753","SIRES FOR CONGRESS","H6NJ13191","SIRES, ALBIO","DEM","H","NJ","8 ","I",FALSE,TRUE
"C00701847","DICKINSON FOR CONGRESS COMMITTEE","H0PA18097","DICKINSON, GERALD","DEM","H","PA","18","C",FALSE,TRUE
"C00701052","ADAIR FOR CONGRESS","H0SC02061","BOROUGHS, ADAIR FORD","DEM","H","SC","2 ","C",FALSE,TRUE
"C00728568","COMMITTEE TO ELECT ISABELLA TIBBETTS","H0OR02143","TIBBETTS, ISABELLA","DEM","H","OR","2 ","O",FALSE,TRUE
"C00104471","NEW JERSEY DEMOCRATIC STATE COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00427203","PENINSULA DEMOCRATIC COALITION",,,,,,,,FALSE,FALSE
"C00675058","ALISO NIGUEL DEMOCRATIC CLUB",,,,,,,,FALSE,FALSE
"C00700716","JULIE OLIVER FOR CONGRESS","H8TX25159","OLIVER, JULIE LYNN","DEM","H","TX","25","C",FALSE,TRUE
"C00422519","NEW TRIER DEMOCRATIC ORGANIZATION",,,"DEM",,,,,FALSE,FALSE
"C00571034","STUDENT DEBT REFORM PAC",,,,,,,,FALSE,FALSE
"C00647966","RURAL FREEDOM NETWORK",,,,,,,,FALSE,FALSE
"C00692061","BIMAL FOR CONGRESS","H0TX18243","PATEL, BIMAL DR.","DEM","H","TX","18","C",FALSE,TRUE
"C00721670","LULU FOR TEXAS","H0TX03120","SEIKALY, HELANE LULU SAWSAN","DEM","H","TX","3 ","C",FALSE,TRUE
"C00646455","ANDREW LEARNED FOR CONGRESS","H8FL15180","LEARNED, ANDREW","DEM","H","FL","15","C",FALSE,TRUE
"C00166504","VISCLOSKY FOR CONGRESS","H4IN01012","VISCLOSKY, PETER J.","DEM","H","IN","1 ","I",FALSE,TRUE
"C00419572","DEMOCRATIC SOCIALISTS OF AMERICA, INC. PAC",,,,,,,,FALSE,FALSE
"C00725929","FRONTLINE WOMEN 2020",,,,,,,,FALSE,FALSE
"C00701896","THE PEOPLE FOR RUSH DARWISH","H0IL03109","DARWISH, RUSH MR","DEM","H","IL","3 ","C",FALSE,TRUE
"C00612846","THE DEMOCRATIC COALITION",,,,,,,,FALSE,FALSE
"C00495028","HOUSE MAJORITY PAC",,,,,,,,FALSE,FALSE
"C00724559","RED WINE AND BLUE PAC",,,,,,,,FALSE,FALSE
"C00700013","FRIENDS OF LORETTA MILLER FOR CONGRESS","H8FL15164","MILLER, LORETTA","DEM","H","FL","15","C",FALSE,TRUE
"C00401190","BUTTERFIELD FOR CONGRESS","H4NC01046","BUTTERFIELD, G. K.","DEM","H","NC","1 ","I",FALSE,TRUE
"C00287904","SHEILA JACKSON LEE FOR CONGRESS","H4TX18054","LEE, SHEILA JACKSON","DEM","H","TX","18","I",FALSE,TRUE
"C00701748","KATHLEEN WILLIAMS FOR MONTANA","H8MT01232","WILLIAMS, KATHLEEN","DEM","H","MT","0 ","C",FALSE,TRUE
"C00536680","HUFFMAN FOR CONGRESS","H2CA06259","HUFFMAN, JARED","DEM","H","CA","2 ","I",FALSE,TRUE
"C00712406","FRIENDS OF TIFFANY KASZUBA","H0NJ04136","KASZUBA, TIFFANY LYNN","DEM","H","NJ","4 ","C",FALSE,TRUE
"C00431056","BOB CASEY FOR SENATE INC","S6PA00217","CASEY, ROBERT P. JR.","DEM","S","PA","0 ",,FALSE,TRUE
"C00708164","THERESA GREENFIELD FOR IOWA","S0IA00176","GREENFIELD, THERESA","DEM","S","IA","0 ","C",FALSE,TRUE
"C00678102","THE PRIMARY PAC",,,,,,,,FALSE,FALSE
"C00716779","BLUEGRASSROOTS PAC",,,,,,,,FALSE,FALSE
"C00714584","FUNK FOR CONGRESS","H0IL12092","FUNK, JOEL DAVID","DEM","H","IL","12","C",FALSE,TRUE
"C00731125","STEPHENS FOR GEORGIA","H0GA09154","STEPHENS, (KEY)ANTWON","DEM","H","GA","9 ","C",FALSE,TRUE
"C00592816","MIKE CLARK FOR CONGRESS","H6TX31045","CLARK, MIKE","DEM","H","TX","31","C",FALSE,TRUE
"C00404319","DEMOCRATIC CLUB OF CLAREMONT",,,,,,,,FALSE,FALSE
"C00504233","NAPA COUNTY DEMOCRATIC CENTRAL COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00695007","SEMA FOR TEXAS","S0TX00290","HERNANDEZ, SEMA","DEM","S","TX","0 ","C",FALSE,TRUE
